project,classname,method_name,file_path
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,recordPrototypePropUse,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,recordSubclassPrototypePropUse,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,getNamedContainingFunction,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,pushContainingFunction,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,isStaticNameReference,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,Traversal,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,recordUnknownUse,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,maybeAliasNamesOnAssign,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,recordStaticNameUse,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,safeAlias,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,shouldTraverse,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,containsName,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,NameUse,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,isPrototypeNameReference,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,recordClassConstructorOrInterface,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,recordSuperClassPrototypePropUse,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,recordPrototypePropDefinition,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,popContainingFunction,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,getNameReferenceGraph,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,connectUnknowns,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,defineAndAlias,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,exitScope,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,recordStaticNameDefinition,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,process,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,getType,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,enterScope,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.NameReferenceGraphConstruction,maybeRecordExport,com/google/javascript/jscomp/NameReferenceGraphConstruction.java
Closure,com.google.javascript.jscomp.RenameProperties,getPropertyMap,com/google/javascript/jscomp/RenameProperties.java
Closure,com.google.javascript.jscomp.RenameProperties,visit,com/google/javascript/jscomp/RenameProperties.java
Closure,com.google.javascript.jscomp.RenameProperties,exitScope,com/google/javascript/jscomp/RenameProperties.java
Closure,com.google.javascript.jscomp.RenameProperties,computeAffinityScores,com/google/javascript/jscomp/RenameProperties.java
Closure,com.google.javascript.jscomp.RenameProperties,PropertyAffinity,com/google/javascript/jscomp/RenameProperties.java
Closure,com.google.javascript.jscomp.RenameProperties,compare,com/google/javascript/jscomp/RenameProperties.java
Closure,com.google.javascript.jscomp.RenameProperties,process,com/google/javascript/jscomp/RenameProperties.java
Closure,com.google.javascript.jscomp.RenameProperties,generateNames,com/google/javascript/jscomp/RenameProperties.java
Closure,com.google.javascript.jscomp.RenameProperties,maybeMarkCandidate,com/google/javascript/jscomp/RenameProperties.java
Closure,com.google.javascript.jscomp.RenameProperties,reusePropertyNames,com/google/javascript/jscomp/RenameProperties.java
Closure,com.google.javascript.jscomp.RenameProperties,increase,com/google/javascript/jscomp/RenameProperties.java
Closure,com.google.javascript.jscomp.RenameProperties,enterScope,com/google/javascript/jscomp/RenameProperties.java
Closure,com.google.javascript.jscomp.RenameProperties,countCallCandidates,com/google/javascript/jscomp/RenameProperties.java
Closure,com.google.javascript.jscomp.RenameProperties,countPropertyOccurrence,com/google/javascript/jscomp/RenameProperties.java
Closure,com.google.javascript.jscomp.RemoveUnusedVars,tryRemoveAllFollowingArgs,com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,com.google.javascript.jscomp.RemoveUnusedVars,traverseFunction,com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,com.google.javascript.jscomp.RemoveUnusedVars,removeUnreferencedVars,com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,com.google.javascript.jscomp.RemoveUnusedVars,traverseAndRemoveUnusedReferences,com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,com.google.javascript.jscomp.RemoveUnusedVars,markReferencedVar,com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,com.google.javascript.jscomp.RemoveUnusedVars,maybeCreateAssign,com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,com.google.javascript.jscomp.RemoveUnusedVars,canChangeSignature,com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,com.google.javascript.jscomp.RemoveUnusedVars,markUnreferencedFunctionArgs,com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,com.google.javascript.jscomp.RemoveUnusedVars,interpretAssigns,com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,com.google.javascript.jscomp.RemoveUnusedVars,isRemovableVar,com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,com.google.javascript.jscomp.RemoveUnusedVars,getArgumentForCallOrNewOrDotCall,com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,com.google.javascript.jscomp.RemoveUnusedVars,optimize,com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,com.google.javascript.jscomp.RemoveUnusedVars,isModifiableCallSite,com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,com.google.javascript.jscomp.RemoveUnusedVars,canRemoveArgFromCallSites,com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,com.google.javascript.jscomp.RemoveUnusedVars,getFunctionDefinition,com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,com.google.javascript.jscomp.RemoveUnusedVars,traverseNode,com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,com.google.javascript.jscomp.RemoveUnusedVars,tryRemoveArgFromCallSites,com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,com.google.javascript.jscomp.RemoveUnusedVars,applyChanges,com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,com.google.javascript.jscomp.RemoveUnusedVars,removeAllAssigns,com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,com.google.javascript.jscomp.RemoveUnusedVars,process,com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,com.google.javascript.jscomp.RemoveUnusedVars,collectMaybeUnreferencedVars,com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,com.google.javascript.jscomp.RemoveUnusedVars,getFunctionArgList,com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,com.google.javascript.jscomp.RemoveUnusedVars,removeUnreferencedFunctionArgs,com/google/javascript/jscomp/RemoveUnusedVars.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getOldParseTreeByName,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getSynthesizedExternsInput,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,addChangeHandler,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getDefaultErrorReporter,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,setCssRenamingMap,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,reportCodeChange,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getProgress,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getTopScope,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,acceptEcmaScript5,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getGlobalVarReferences,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,addToDebugLog,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getLifeCycleStage,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getParserConfig,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getRoot,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,setProgress,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,removeChangeHandler,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getTypeValidator,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,parseTestCode,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,areNodesEqualForInlining,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,isTypeCheckingEnabled,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getLastPassName,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getInput,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getInputsInOrder,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,setHasRegExpGlobalReferences,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getTypeRegistry,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,newExternInput,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getCodingConvention,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,hasRegExpGlobalReferences,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getSourceFileByName,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getTypedScopeCreator,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getNodeForCodeInsertion,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,isIdeMode,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,parseSyntheticCode,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,ensureLibraryInjected,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,updateGlobalVarReferences,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,throwInternalError,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getReverseAbstractInterpreter,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,hasHaltingErrors,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,toSource,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,prepareAst,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getModuleGraph,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,setLifeCycleStage,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,setOldParseTree,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getErrorManager,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,acceptConstKeyword,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,process,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getErrorLevel,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,report,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getCssRenamingMap,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.AbstractCompiler,getUniqueNameIdSupplier,com/google/javascript/jscomp/AbstractCompiler.java
Closure,com.google.javascript.jscomp.ErrorHandler,report,com/google/javascript/jscomp/ErrorHandler.java
Closure,com.google.javascript.jscomp.CommandLineRunner,initConfigFromFlags,com/google/javascript/jscomp/CommandLineRunner.java
Closure,com.google.javascript.jscomp.CommandLineRunner,BooleanOptionHandler,com/google/javascript/jscomp/CommandLineRunner.java
Closure,com.google.javascript.jscomp.CommandLineRunner,WarningGuardOffOptionHandler,com/google/javascript/jscomp/CommandLineRunner.java
Closure,com.google.javascript.jscomp.CommandLineRunner,parseArguments,com/google/javascript/jscomp/CommandLineRunner.java
Closure,com.google.javascript.jscomp.CommandLineRunner,WarningGuardSetter,com/google/javascript/jscomp/CommandLineRunner.java
Closure,com.google.javascript.jscomp.CommandLineRunner,getDefaultMetaVariable,com/google/javascript/jscomp/CommandLineRunner.java
Closure,com.google.javascript.jscomp.CommandLineRunner,main,com/google/javascript/jscomp/CommandLineRunner.java
Closure,com.google.javascript.jscomp.CommandLineRunner,createCompiler,com/google/javascript/jscomp/CommandLineRunner.java
Closure,com.google.javascript.jscomp.CommandLineRunner,shouldRunCompiler,com/google/javascript/jscomp/CommandLineRunner.java
Closure,com.google.javascript.jscomp.CommandLineRunner,getDefaultExterns,com/google/javascript/jscomp/CommandLineRunner.java
Closure,com.google.javascript.jscomp.CommandLineRunner,processFlagFile,com/google/javascript/jscomp/CommandLineRunner.java
Closure,com.google.javascript.jscomp.CommandLineRunner,WarningGuardWarningOptionHandler,com/google/javascript/jscomp/CommandLineRunner.java
Closure,com.google.javascript.jscomp.CommandLineRunner,createOptions,com/google/javascript/jscomp/CommandLineRunner.java
Closure,com.google.javascript.jscomp.CommandLineRunner,applyToOptions,com/google/javascript/jscomp/CommandLineRunner.java
Closure,com.google.javascript.jscomp.CommandLineRunner,CommandLineRunner,com/google/javascript/jscomp/CommandLineRunner.java
Closure,com.google.javascript.jscomp.CommandLineRunner,tokenizeKeepingQuotedStrings,com/google/javascript/jscomp/CommandLineRunner.java
Closure,com.google.javascript.jscomp.CommandLineRunner,createExterns,com/google/javascript/jscomp/CommandLineRunner.java
Closure,com.google.javascript.jscomp.CommandLineRunner,processArgs,com/google/javascript/jscomp/CommandLineRunner.java
Closure,com.google.javascript.jscomp.CommandLineRunner,WarningGuardErrorOptionHandler,com/google/javascript/jscomp/CommandLineRunner.java
Closure,com.google.javascript.jscomp.AmbiguateProperties,getValue,com/google/javascript/jscomp/AmbiguateProperties.java
Closure,com.google.javascript.jscomp.AmbiguateProperties,computeRelatedTypes,com/google/javascript/jscomp/AmbiguateProperties.java
Closure,com.google.javascript.jscomp.AmbiguateProperties,visit,com/google/javascript/jscomp/AmbiguateProperties.java
Closure,com.google.javascript.jscomp.AmbiguateProperties,maybeMarkCandidate,com/google/javascript/jscomp/AmbiguateProperties.java
Closure,com.google.javascript.jscomp.AmbiguateProperties,getRelatedTypesOnNonUnion,com/google/javascript/jscomp/AmbiguateProperties.java
Closure,com.google.javascript.jscomp.AmbiguateProperties,addInvalidatingType,com/google/javascript/jscomp/AmbiguateProperties.java
Closure,com.google.javascript.jscomp.AmbiguateProperties,getIntForType,com/google/javascript/jscomp/AmbiguateProperties.java
Closure,com.google.javascript.jscomp.AmbiguateProperties,addNode,com/google/javascript/jscomp/AmbiguateProperties.java
Closure,com.google.javascript.jscomp.AmbiguateProperties,getWeight,com/google/javascript/jscomp/AmbiguateProperties.java
Closure,com.google.javascript.jscomp.AmbiguateProperties,getJSType,com/google/javascript/jscomp/AmbiguateProperties.java
Closure,com.google.javascript.jscomp.AmbiguateProperties,isInvalidatingType,com/google/javascript/jscomp/AmbiguateProperties.java
Closure,com.google.javascript.jscomp.AmbiguateProperties,setAnnotation,com/google/javascript/jscomp/AmbiguateProperties.java
Closure,com.google.javascript.jscomp.AmbiguateProperties,toString,com/google/javascript/jscomp/AmbiguateProperties.java
Closure,com.google.javascript.jscomp.AmbiguateProperties,JSTypeBitSet,com/google/javascript/jscomp/AmbiguateProperties.java
Closure,com.google.javascript.jscomp.AmbiguateProperties,addNonUnionType,com/google/javascript/jscomp/AmbiguateProperties.java
Closure,com.google.javascript.jscomp.AmbiguateProperties,getProperty,com/google/javascript/jscomp/AmbiguateProperties.java
Closure,com.google.javascript.jscomp.AmbiguateProperties,compare,com/google/javascript/jscomp/AmbiguateProperties.java
Closure,com.google.javascript.jscomp.AmbiguateProperties,addRelatedInstance,com/google/javascript/jscomp/AmbiguateProperties.java
Closure,com.google.javascript.jscomp.AmbiguateProperties,clearNodeAnnotations,com/google/javascript/jscomp/AmbiguateProperties.java
Closure,com.google.javascript.jscomp.AmbiguateProperties,isIndependentOf,com/google/javascript/jscomp/AmbiguateProperties.java
Closure,com.google.javascript.jscomp.AmbiguateProperties,process,com/google/javascript/jscomp/AmbiguateProperties.java
Closure,com.google.javascript.jscomp.AmbiguateProperties,recordProperty,com/google/javascript/jscomp/AmbiguateProperties.java
Closure,com.google.javascript.jscomp.CheckGlobalNames,findPrototypeProps,com/google/javascript/jscomp/CheckGlobalNames.java
Closure,com.google.javascript.jscomp.CheckGlobalNames,checkDescendantNames,com/google/javascript/jscomp/CheckGlobalNames.java
Closure,com.google.javascript.jscomp.CheckGlobalNames,process,com/google/javascript/jscomp/CheckGlobalNames.java
Closure,com.google.javascript.jscomp.CheckGlobalNames,validateName,com/google/javascript/jscomp/CheckGlobalNames.java
Closure,com.google.javascript.jscomp.CheckGlobalNames,isTypedef,com/google/javascript/jscomp/CheckGlobalNames.java
Closure,com.google.javascript.jscomp.CheckGlobalNames,reportBadModuleReference,com/google/javascript/jscomp/CheckGlobalNames.java
Closure,com.google.javascript.jscomp.CheckGlobalNames,reportRefToUndefinedName,com/google/javascript/jscomp/CheckGlobalNames.java
Closure,com.google.javascript.jscomp.CheckGlobalNames,injectNamespace,com/google/javascript/jscomp/CheckGlobalNames.java
Closure,com.google.javascript.jscomp.CheckGlobalNames,propertyMustBeInitializedByFullName,com/google/javascript/jscomp/CheckGlobalNames.java
Closure,com.google.javascript.jscomp.RuntimeTypeCheck,getName,com/google/javascript/jscomp/RuntimeTypeCheck.java
Closure,com.google.javascript.jscomp.RuntimeTypeCheck,addMarker,com/google/javascript/jscomp/RuntimeTypeCheck.java
Closure,com.google.javascript.jscomp.RuntimeTypeCheck,AddMarkers,com/google/javascript/jscomp/RuntimeTypeCheck.java
Closure,com.google.javascript.jscomp.RuntimeTypeCheck,visit,com/google/javascript/jscomp/RuntimeTypeCheck.java
Closure,com.google.javascript.jscomp.RuntimeTypeCheck,findNodeToInsertAfter,com/google/javascript/jscomp/RuntimeTypeCheck.java
Closure,com.google.javascript.jscomp.RuntimeTypeCheck,visitReturn,com/google/javascript/jscomp/RuntimeTypeCheck.java
Closure,com.google.javascript.jscomp.RuntimeTypeCheck,jsCode,com/google/javascript/jscomp/RuntimeTypeCheck.java
Closure,com.google.javascript.jscomp.RuntimeTypeCheck,AddChecks,com/google/javascript/jscomp/RuntimeTypeCheck.java
Closure,com.google.javascript.jscomp.RuntimeTypeCheck,compare,com/google/javascript/jscomp/RuntimeTypeCheck.java
Closure,com.google.javascript.jscomp.RuntimeTypeCheck,process,com/google/javascript/jscomp/RuntimeTypeCheck.java
Closure,com.google.javascript.jscomp.RuntimeTypeCheck,createCheckerNode,com/google/javascript/jscomp/RuntimeTypeCheck.java
Closure,com.google.javascript.jscomp.RuntimeTypeCheck,isClassDefiningCall,com/google/javascript/jscomp/RuntimeTypeCheck.java
Closure,com.google.javascript.jscomp.RuntimeTypeCheck,addBoilerplateCode,com/google/javascript/jscomp/RuntimeTypeCheck.java
Closure,com.google.javascript.jscomp.RuntimeTypeCheck,createCheckTypeCallNode,com/google/javascript/jscomp/RuntimeTypeCheck.java
Closure,com.google.javascript.jscomp.RuntimeTypeCheck,findEnclosingConstructorDeclaration,com/google/javascript/jscomp/RuntimeTypeCheck.java
Closure,com.google.javascript.jscomp.RuntimeTypeCheck,visitFunction,com/google/javascript/jscomp/RuntimeTypeCheck.java
Closure,com.google.javascript.jscomp.DiagnosticGroup,DiagnosticGroup,com/google/javascript/jscomp/DiagnosticGroup.java
Closure,com.google.javascript.jscomp.DiagnosticGroup,getTypes,com/google/javascript/jscomp/DiagnosticGroup.java
Closure,com.google.javascript.jscomp.DiagnosticGroup,matches,com/google/javascript/jscomp/DiagnosticGroup.java
Closure,com.google.javascript.jscomp.DiagnosticGroup,forType,com/google/javascript/jscomp/DiagnosticGroup.java
Closure,com.google.javascript.jscomp.DiagnosticGroup,isSubGroup,com/google/javascript/jscomp/DiagnosticGroup.java
Closure,com.google.javascript.jscomp.DiagnosticGroup,toString,com/google/javascript/jscomp/DiagnosticGroup.java
Closure,com.google.javascript.jscomp.StrictModeCheck,checkDelete,com/google/javascript/jscomp/StrictModeCheck.java
Closure,com.google.javascript.jscomp.StrictModeCheck,checkNameUse,com/google/javascript/jscomp/StrictModeCheck.java
Closure,com.google.javascript.jscomp.StrictModeCheck,checkObjectLiteral,com/google/javascript/jscomp/StrictModeCheck.java
Closure,com.google.javascript.jscomp.StrictModeCheck,checkLabel,com/google/javascript/jscomp/StrictModeCheck.java
Closure,com.google.javascript.jscomp.StrictModeCheck,checkDeclaration,com/google/javascript/jscomp/StrictModeCheck.java
Closure,com.google.javascript.jscomp.StrictModeCheck,checkAssignment,com/google/javascript/jscomp/StrictModeCheck.java
Closure,com.google.javascript.jscomp.StrictModeCheck,checkFunctionUse,com/google/javascript/jscomp/StrictModeCheck.java
Closure,com.google.javascript.jscomp.StrictModeCheck,checkProperty,com/google/javascript/jscomp/StrictModeCheck.java
Closure,com.google.javascript.jscomp.StrictModeCheck,isDeclaration,com/google/javascript/jscomp/StrictModeCheck.java
Closure,com.google.javascript.jscomp.InlineSimpleMethods,removeSignature,com/google/javascript/jscomp/InlineSimpleMethods.java
Closure,com.google.javascript.jscomp.InlineSimpleMethods,inlineEmptyMethod,com/google/javascript/jscomp/InlineSimpleMethods.java
Closure,com.google.javascript.jscomp.InlineSimpleMethods,reset,com/google/javascript/jscomp/InlineSimpleMethods.java
Closure,com.google.javascript.jscomp.InlineSimpleMethods,addSignature,com/google/javascript/jscomp/InlineSimpleMethods.java
Closure,com.google.javascript.jscomp.InlineSimpleMethods,inlinePropertyReturn,com/google/javascript/jscomp/InlineSimpleMethods.java
Closure,com.google.javascript.jscomp.InlineSimpleMethods,isPropertyTree,com/google/javascript/jscomp/InlineSimpleMethods.java
Closure,com.google.javascript.jscomp.InlineSimpleMethods,getActingCallback,com/google/javascript/jscomp/InlineSimpleMethods.java
Closure,com.google.javascript.jscomp.InlineSimpleMethods,returnedExpression,com/google/javascript/jscomp/InlineSimpleMethods.java
Closure,com.google.javascript.jscomp.InlineSimpleMethods,getSignatureStore,com/google/javascript/jscomp/InlineSimpleMethods.java
Closure,com.google.javascript.jscomp.InlineSimpleMethods,getMethodBlock,com/google/javascript/jscomp/InlineSimpleMethods.java
Closure,com.google.javascript.jscomp.InlineSimpleMethods,argsMayHaveSideEffects,com/google/javascript/jscomp/InlineSimpleMethods.java
Closure,com.google.javascript.jscomp.InlineSimpleMethods,allDefinitionsEquivalent,com/google/javascript/jscomp/InlineSimpleMethods.java
Closure,com.google.javascript.jscomp.InlineSimpleMethods,isEmptyMethod,com/google/javascript/jscomp/InlineSimpleMethods.java
Closure,com.google.javascript.jscomp.InlineSimpleMethods,inlineConstReturn,com/google/javascript/jscomp/InlineSimpleMethods.java
Closure,com.google.javascript.jscomp.InlineSimpleMethods,replaceThis,com/google/javascript/jscomp/InlineSimpleMethods.java
Closure,com.google.javascript.jscomp.ExtractPrototypeMemberDeclarations,isSameClass,com/google/javascript/jscomp/ExtractPrototypeMemberDeclarations.java
Closure,com.google.javascript.jscomp.ExtractPrototypeMemberDeclarations,visit,com/google/javascript/jscomp/ExtractPrototypeMemberDeclarations.java
Closure,com.google.javascript.jscomp.ExtractPrototypeMemberDeclarations,shouldExtract,com/google/javascript/jscomp/ExtractPrototypeMemberDeclarations.java
Closure,com.google.javascript.jscomp.ExtractPrototypeMemberDeclarations,doExtraction,com/google/javascript/jscomp/ExtractPrototypeMemberDeclarations.java
Closure,com.google.javascript.jscomp.ExtractPrototypeMemberDeclarations,process,com/google/javascript/jscomp/ExtractPrototypeMemberDeclarations.java
Closure,com.google.javascript.jscomp.ExtractPrototypeMemberDeclarations,extractInstance,com/google/javascript/jscomp/ExtractPrototypeMemberDeclarations.java
Closure,com.google.javascript.jscomp.ExtractPrototypeMemberDeclarations,extractDeclaration,com/google/javascript/jscomp/ExtractPrototypeMemberDeclarations.java
Closure,com.google.javascript.jscomp.ExtractPrototypeMemberDeclarations,PrototypeMemberDeclaration,com/google/javascript/jscomp/ExtractPrototypeMemberDeclarations.java
Closure,com.google.javascript.jscomp.ExtractPrototypeMemberDeclarations,replacePrototypeMemberDeclaration,com/google/javascript/jscomp/ExtractPrototypeMemberDeclarations.java
Closure,com.google.javascript.jscomp.ExtractPrototypeMemberDeclarations,ExtractionInstance,com/google/javascript/jscomp/ExtractPrototypeMemberDeclarations.java
Closure,com.google.javascript.jscomp.CheckDebuggerStatement,visit,com/google/javascript/jscomp/CheckDebuggerStatement.java
Closure,com.google.javascript.jscomp.CheckDebuggerStatement,CheckDebuggerStatement,com/google/javascript/jscomp/CheckDebuggerStatement.java
Closure,com.google.javascript.jscomp.CheckDebuggerStatement,process,com/google/javascript/jscomp/CheckDebuggerStatement.java
Closure,com.google.javascript.jscomp.InlineVariables,getFilterForMode,com/google/javascript/jscomp/InlineVariables.java
Closure,com.google.javascript.jscomp.InlineVariables,inlineValue,com/google/javascript/jscomp/InlineVariables.java
Closure,com.google.javascript.jscomp.InlineVariables,maybeEscapedOrModifiedArguments,com/google/javascript/jscomp/InlineVariables.java
